run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0,11,217,0,800,1,0,5,157,228,71,23,0,0,0,1,0,0,0,0
2,0,12,211,0,800,2,0,6,163,227,63,29,0,0,1,1,0,0,0,0
3,0,9,215,0,800,2,0,4,163,229,66,25,0,2,2,0,0,0,0,0
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,1,7,154,3,800,7,0,20,52,224,168,85,1,9,5,5,1,0,1,0
2,1,9,153,3,800,5,0,27,59,224,160,85,3,8,2,4,2,0,1,1
3,0,7,156,1,800,6,0,29,59,232,162,84,4,2,6,4,1,0,0,0
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,17,6,131,7,800,14,0,33,17,223,191,100,7,15,4,3,4,1,4,5
2,16,7,131,4,800,15,0,34,19,221,190,100,10,13,5,6,2,0,3,6
3,5,6,137,4,800,8,0,56,22,223,193,100,6,13,5,7,2,0,1,2
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,158,8,124,31,800,3,1,143,3,193,166,100,15,65,2,25,9,1,1,15
2,144,7,116,40,800,11,1,153,1,181,149,100,17,78,0,35,9,3,3,21
3,142,8,133,22,800,11,1,125,3,180,164,100,18,66,5,29,12,0,1,6
